id_proc_compra,processo_sipac,data_cadastro,titulo,id_modalidade,modalidade,data_abertura,data_envio_lic,id_tipo_compra,tipo_compra,id_status,status,id_unidade_gestora,unidade_gestora,valor_estimado_itens_homologado,valor_real,mes_referencia
58,23076.51584/2015-98,2017-09-13 14:50:20.065,MATERIAL DE LABORATÓRIO ,6,PREGÃO,2016-03-04 14:00:00.000,2017-09-15 15:12:16.954,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,44107.0,30423.0,04/2024
38,23076.2765/2017-52,2017-07-19 16:58:20.161,"AQUISIÇÃO DE GÊ NEROS ALIMENTÍCIO ( CAFE, AÇÚCAR E ADOÇANTE)",6,PREGÃO,2017-08-08 09:00:00.000,2017-07-19 17:56:13.756,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,90690.22,82018.88,04/2024
54,23076.47382/2016-22,2017-08-25 09:51:38.399,SERVIÇO DE LIMPEZA E DESINFECÇÃO QUÍMICA DE CAIXAS D'ÁGUA E CISTERNAS,6,PREGÃO,2017-09-11 09:00:00.000,2017-08-25 09:51:38.399,5,SERVIÇO GERAIS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,232852.54,139969.51,04/2024
986,23076.15983/2017-57,2018-10-01 14:23:51.152," SERVIÇOS DE CONFECÇÃO DE IMPRESSOS , SERVIÇOS DE DIAGRAMAÇÃO E AQUISIÇÃO DE OBJETOS PERSONLIZADOS",6,PREGÃO,2018-10-30 09:00:00.000,2019-01-23 16:58:05.114,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,3362291.52,982996.49,04/2024
103,23076.46549/2017-19,2018-04-16 09:07:37.207,MATERIAL DE EXPEDIENTE,6,PREGÃO,2018-05-03 09:02:00.000,2018-04-16 09:38:48.353,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1227201.722,697807.98,04/2024
1762,23076.10044/2018-5,2018-12-06 09:37:58.616,MATERIAL DE CONSTRUÇÃO,6,PREGÃO,2018-10-09 08:01:00.000,2018-12-06 09:37:58.616,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,77805.7,73175.75,04/2024
1963,23076.13144/2019-66,2019-03-22 15:00:00.462,FORNECIMENTO E ABASTECIMENTO DE COMBUSTÍVEL TIPO ÓLEO DIESEL S10 PARA OS GERADORES DA UFPE.,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,204120.0,0.0,04/2024
1850,23076.8080/2017-10,2018-12-18 16:50:33.102,TESTE - CUSTOMIZAÇÃO DO SIPAC,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,521463.0,0.0,04/2024
877,23076.7374/2017-24,2018-09-14 16:48:33.421,"TR 011-2017 - MATERIAIS ELÉTRICOS (ELETRODUTOS, ELETROCALHAS E ACESSÓRIOS)",6,PREGÃO,2018-10-19 09:00:00.000,2018-12-21 09:38:47.241,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,174036.0,70691.7,04/2024
1914,23076.4795/2019-65,2019-01-29 15:08:57.211,PERIFÉRICOS DE INFORMÁTICA,6,PREGÃO,2019-02-18 09:03:00.000,2019-01-29 15:08:57.211,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,140280.3,97748.35,04/2024
93,23076.6884/2017-84,2018-04-02 11:27:48.617,AR CONDICIONADO SPLIT COM INSTALAÇÃO,6,PREGÃO,,,1,SERVIÇO,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,7293110.0,0.0,04/2024
25,23076.46419/2016-3,2017-04-12 11:31:48.208,SERVIÇO DE SUCÇÃO DE DESEJOS E LIMPEZA DE FOSSAS,6,PREGÃO,,2017-04-12 11:31:48.208,1,SERVIÇO,501,CADASTRADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,41899.8,0.0,04/2024
17,23076.22222/2016-71,2016-05-19 17:44:09.963,ÁGUA MINERAL 20 LITROS,6,PREGÃO,,2016-05-19 17:44:09.963,1,SERVIÇO,506,CANCELADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,711000.0,0.0,04/2024
14,23076.21711/2016-13,2016-05-12 12:17:39.606,"PAPÉIS DE DIFERENTES TIPOS, TAMANHOS E GRAMATURAS",6,PREGÃO,,2016-05-12 12:17:39.606,1,SERVIÇO,506,CANCELADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,1360042.1,0.0,04/2024
10,23076.9589/2015-18,2016-01-04 13:00:49.668,ÁGUA MINERAL 20 LITROS,6,PREGÃO,,2016-01-14 14:47:39.061,1,SERVIÇO,506,CANCELADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,519820.0,0.0,04/2024
12,23076.12422/2016-15,2016-03-04 14:09:05.819,"ÁLCOOL 70%, FORMOL, CLOREXIDINA, IODOPOVIDONA E ÁCIDO PERACÉTICO",6,PREGÃO,,2016-03-04 14:09:05.819,1,SERVIÇO,506,CANCELADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,128478.0,0.0,04/2024
70,23076.49698/2016-59,2017-11-07 09:19:17.854,"SERVIÇO DE COLETA, TRANSPORTE, DESCONTAMINAÇÃO E DESTINAÇÃO FINAL DE LÂMPADAS INSERVIVEIS",6,PREGÃO,,2017-11-07 09:19:17.854,1,SERVIÇO,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,73500.0,0.0,04/2024
36,23076.13353/2015-86,2017-07-04 10:33:09.262,PERIFÉRICOS PARA PROCESSAMENTO DE DADOS,6,PREGÃO,,2017-07-04 10:51:50.503,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,471156.37,0.0,04/2024
34,23076.7315/2017-56,2017-06-29 10:38:16.062,MARAVALHA E RAÇÃO PARA BIOTÉRIOS,6,PREGÃO,2017-07-18 09:00:00.000,2017-06-29 10:43:27.149,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,903363.8,573409.6,04/2024
29,23076.44495/2015-95,2017-05-19 11:59:37.499,AQUISIÇÃO DE MATERIAIS NECESSÁRIOS A RECOMPOSIÇÃO DO SISTEMA DE MEDIÇÃO DA CABINE 1 DA UFPE,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,29034.41,0.0,04/2024
24,23076.29084/2016-51,2017-04-07 16:00:06.171,"SERVIÇO DE ACONDICIONAMENTO, COLETA, TRANSPORTE E DESTINAÇÃO FINAL DOS RESÍDUOS SÓLIDOS DO GRUPO D",6,PREGÃO,,2017-05-10 14:47:18.131,1,SERVIÇO,502,LICITAÇÃO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,996999.6,0.0,04/2024
1907,23076.1013/2019-36,2019-01-10 09:40:45.433,PROCESSO ANTIGO 23076.024300/2018-33,6,PREGÃO,2018-11-08 10:00:00.000,2019-01-22 10:38:34.836,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,34199.45,29500.65,04/2024
41,23076.52998/2015-34,2017-07-24 15:10:31.242,ELETRODOMÉSTICOS DA LINHA BRANCA,6,PREGÃO,2017-02-17 09:00:00.000,2017-07-24 15:38:33.584,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,330290.58,74355.8,04/2024
46,23076.13354/2015-21,2017-08-08 09:29:50.066,REGISTRO DE PREÇO DE NOBREAKS E ESTABILIZADORES,6,PREGÃO,,2017-09-11 15:28:44.212,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1457598.56,0.0,04/2024
35,23076.31470/2016-11,2017-06-29 14:17:20.256,AQUISIÇÃO MAT. CLINICA ESCOLA FONO,6,PREGÃO,,2017-06-29 14:17:20.256,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,140709.07,0.0,04/2024
50,23076.48171/2016-15,2017-08-21 11:38:31.559,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE CONTROLE DE PRAGAS DE CUPINS, RATOS E INSETOS RASTEIROS E VOADORES EM ÁREAS ESPECÍFICAS DO CAMPUS RECIFE DA UFPE",6,PREGÃO,2017-09-05 09:01:00.000,2017-08-21 11:41:09.420,5,SERVIÇO GERAIS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,776160.0,115920.0,04/2024
48,23076.6993/2017-0,2017-08-11 11:26:30.075,SRP MATERIAL ELÉTRICO SINFRA.,6,PREGÃO,2017-08-29 14:02:00.000,2017-08-11 14:04:59.708,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,89142.8,30053.4,04/2024
51,23076.17169/2017-77,2017-08-22 14:33:16.712,FORNECIMENTO DE ÁGUA POTÁVEL ,6,PREGÃO,,2017-08-22 14:33:16.712,5,SERVIÇO GERAIS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,24327.2,0.0,04/2024
31,23076.6885/2017-29,2017-06-05 18:53:28.492,AR CONDICIONADO DE JANELA,6,PREGÃO,2017-06-22 09:00:00.000,2017-06-05 18:53:28.492,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1533550.13,0.0,04/2024
45,23076.52997/2015-90,2017-08-03 16:28:39.815,"SUBSTÂNCIAS QUÍMICAS, CORANTES, MEIOS DE CULTURA E REAGENTES.",6,PREGÃO,2016-03-04 09:00:00.000,2017-08-03 16:28:39.815,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,529388.82,0.0,04/2024
52,23076.20385/2017-8,2017-08-22 15:18:08.602,AQUISIÇÃO DE LIVROS NACIONAIS,6,PREGÃO,,2017-08-22 15:23:27.832,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,34760.65,0.0,04/2024
53,23076.31185/2016-91,2017-08-23 14:47:11.625,SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE CONDICIONADORES DE AR CAA,6,PREGÃO,2017-09-18 09:00:00.000,2017-08-23 16:32:18.327,5,SERVIÇO GERAIS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1379224.6,575452.46,04/2024
55,23076.54018/2015-38,2017-08-30 17:29:18.274,"PILHAS, BATERIAS (CONVENCIONAIS E RECARREGÁVEIS) E CARREGADORES.",6,PREGÃO,2016-03-15 09:00:00.000,2017-08-30 17:29:18.274,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,105827.81,50995.5,04/2024
37,23076.46893/2016-27,2017-07-17 15:29:06.891,SERVIÇOS GRÁFICOS PROCIT,6,PREGÃO,2017-08-08 14:00:00.000,2017-07-17 15:29:06.891,5,SERVIÇO GERAIS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,704592.5,375165.5,04/2024
56,23076.51232/2015-32,2017-08-31 16:01:55.193,SUBSTÂNCIAS QUÍMICAS E REAGENTES,6,PREGÃO,2016-03-04 09:00:00.000,2017-08-31 16:01:55.193,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,74542.14,47327.51,04/2024
102,23076.17169/2017-77,2018-04-12 16:45:37.568,FORNECIMENTO DE ÁGUA POTÁVEL ,6,PREGÃO,2018-02-07 09:00:00.000,2018-04-12 16:45:37.568,5,SERVIÇO GERAIS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,26576.0,18000.0,04/2024
78,23076.46549/2017-19,2018-01-24 11:59:22.213,MATERIAL DE EXPEDIENTE,6,PREGÃO,,,1,SERVIÇO,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1222184.972,0.0,04/2024
57,23076.25697/2015-38,2017-09-08 15:43:37.320,"MATERIAL DE LABORATÓRIO (PIPETAS, PLACAS CROMOOGRAFICA, GRAL, BALÃO VOLUMETRICO, PROVETA, BÉQUER E ETC",6,PREGÃO,2016-03-02 14:00:00.000,2017-09-08 15:54:59.814,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,503053.74,0.0,04/2024
26,23076.31171/2014-14,2017-04-17 17:03:06.500,SERVIÇO DE PINTURA DE IMÓVEIS DA UFPE - CAMPUS RECIFE E CENTRO ACADÊMICO DE VITÓRIA,6,PREGÃO,,2017-04-17 17:13:32.278,1,SERVIÇO,501,CADASTRADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,7670839.0,0.0,04/2024
43,23076.13166/2015-1,2017-07-28 16:55:24.110,CONFECÇÃO E APROVISIONAMENTO DE CARIMBOS E ACESSÓRIOS PARA CARIMBO,6,PREGÃO,2016-06-17 09:00:00.000,2017-07-28 17:21:46.645,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,182205.23,118377.04,04/2024
62,23076.54025/2015-30,2017-09-28 14:46:12.067,AQUISIÇÃO DE MARAVALHA E RAÇÃO ANIMAL.,6,PREGÃO,2016-03-31 09:00:00.000,2017-09-28 14:46:12.067,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1028154.0,840697.2,04/2024
73,23076.34094/2016-16,2017-12-06 08:54:57.087,PORTAL LIFERAY,6,PREGÃO,,2017-12-06 08:59:44.523,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,2798590.04,0.0,04/2024
42,23076.48599/2015-79,2017-07-27 15:15:24.434,MATERIAL DE EXPEDIENTE- PAPEL,6,PREGÃO,2016-01-21 10:04:00.000,2017-07-27 15:15:24.434,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,392400.8,322348.4,04/2024
63,23076.52996/2015-45,2017-10-05 16:57:53.671,MATERIAL DE EXPEDIENTE E UTENSÍLIOS DE ESCRITÓRIO.,6,PREGÃO,2016-04-04 09:00:00.000,2017-10-05 16:57:53.671,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,264605.23,201139.72,04/2024
64,23076.50376/2015-71,2017-10-10 14:31:12.056,CONTRATAR PRESTAÇÃO DE SERVIÇO COM A UTILIZAÇÃO DE RETROESCAVADEIRA OPERADA.,6,PREGÃO,2016-04-05 09:00:00.000,2017-10-10 14:31:12.056,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,495720.0,158400.0,04/2024
68,23076.49846/2014-73,2017-11-06 14:34:22.435,MOBILIARIO EM GERAL,6,PREGÃO,,2017-11-06 14:34:22.435,7,MATERIAIS E SERVIÇOS,506,CANCELADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,9076150.55,0.0,04/2024
39,23076.41256/2016-64,2017-07-20 12:27:12.693,ÁGUA MINERAL,6,PREGÃO,2016-11-16 10:00:00.000,2017-07-20 12:27:12.693,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,711000.0,405600.0,04/2024
15,23076.21712/2016-50,2016-05-12 16:34:47.575,ELETRODOMÉSTICOS DA LINHA BRANCA,6,PREGÃO,2016-08-25 14:00:00.000,2017-09-22 08:57:19.057,1,SERVIÇO,505,FINALIZADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,375603.25,276413.98,04/2024
69,23076.49846/2014-73,2017-11-06 14:53:52.951,MOBILIARIO EM GERAL,6,PREGÃO,2016-05-17 14:00:00.000,2017-11-06 14:53:52.951,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,9076150.55,4654095.75,04/2024
82,23076.21714/2016-49,2018-03-23 15:57:00.362,"ÁUDIO, VÍDEO E FOTO",6,PREGÃO,,2018-03-23 15:58:45.912,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,916927.92,0.0,04/2024
85,23076.13353/2015-86,2018-03-26 16:20:01.820,PERIFÉRICOS PARA PROCESSAMENTO DE DADOS,6,PREGÃO,,2018-03-26 16:20:01.820,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,477552.6,0.0,04/2024
77,23076.36032/2017-11,2018-01-17 09:11:22.569,ÁGUA MINERAL,6,PREGÃO,2018-02-02 10:00:00.000,2018-01-17 09:15:16.402,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,679525.0,407700.0,04/2024
60,23076.15985/2017-46,2017-09-26 15:00:35.436,AQUISIÇÃO DE PILHAS E BATERIAS.,6,PREGÃO,2017-10-18 14:00:00.000,2017-09-26 15:00:35.436,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,141381.15,97007.6,04/2024
28,23076.47052/2016-37,2017-05-09 16:31:53.146,SERVIÇO DE INSTALAÇÃO DO TELHADO DO HALL DO CENTRO DE CONVENÇÕES,6,PREGÃO,2017-08-10 09:02:00.000,2017-05-09 16:31:53.146,1,SERVIÇO,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,128257.07,0.0,04/2024
90,23076.19586/2016-73,2018-03-27 15:40:42.109,"UTENSÍLIOS DE COPA E COZINHA (TALHERES, LOUÇAS E DEMAIS ITENS).",6,PREGÃO,2016-09-02 14:57:00.000,2018-03-27 15:40:42.109,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,483952.91,240221.98,04/2024
88,23076.29135/2017-25,2018-03-26 18:32:57.739,HIPOCLORITO DE SÓDIO DE 10% A 15%,6,PREGÃO,2017-10-02 10:00:00.000,2018-03-26 18:33:15.625,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,119246.4,119246.4,04/2024
49,23076.45436/2016-15,2017-08-11 14:23:44.398,CONTRATAÇÃO DE SERVIÇO DE LIMPEZA E MANUTENÇÃO PREVENTIVA E CORRETIVA DE PISCINAS,6,PREGÃO,2017-08-29 09:00:00.000,2017-08-11 14:23:44.398,5,SERVIÇO GERAIS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,406373.4,2700000.0,04/2024
83,23076.29330/2016-74,2018-03-26 11:57:05.939,MATERIAIS PARA ARQUIVO,6,PREGÃO,2017-03-21 09:00:00.000,2018-03-26 11:57:05.939,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,137940.0,96688.0,04/2024
66,23076.2763/2017-63,2017-10-24 08:54:47.044,MATERIAIS ELETRICOS,6,PREGÃO,2017-11-20 15:00:00.000,2017-10-24 09:00:07.534,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,203788.5,142945.5,04/2024
89,23076.22222/2016-71,2018-03-27 15:36:37.068,EXTINTORES DE INCÊNDIO,6,PREGÃO,2017-03-08 14:00:00.000,2018-03-27 15:50:46.044,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,638374.88,329408.85,04/2024
47,23076.18981/2017-10,2017-08-09 14:08:07.718,AQUISIÇÃO DE LIVROS NACIONAIS PARA O CURSO DE COMUNICAÇÃO SOCIAL,6,PREGÃO,2017-08-23 09:00:00.000,2017-08-09 14:08:07.718,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,29978.1,21498.1,04/2024
100,23076.15982/2017-11,2018-04-11 14:57:00.868,MATERIAL ODONTOLÓGICO,6,PREGÃO,2017-12-27 15:00:00.000,2018-04-11 14:57:00.868,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,851418.93,405715.2,04/2024
123,23076.49628/2017-81,2018-04-19 17:02:12.111,REAGENTES,6,PREGÃO,,,1,SERVIÇO,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,3547.5,0.0,04/2024
22,23076.39295/2016-0,2017-04-04 12:23:05.503,REGISTRO DE PREÇO PARA AQUISIÇÃO DE COLETORES PARA COLETA SELETIVA SOLIDÁRIA,6,PREGÃO,,2017-04-04 12:23:05.503,1,SERVIÇO,506,CANCELADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,540497.32,0.0,04/2024
86,23076.13353/2015-86,2018-03-26 16:24:27.066,PERIFÉRICOS PARA PROCESSAMENTO DE DADOS,6,PREGÃO,2017-07-27 14:02:00.000,2018-03-27 14:34:21.670,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,477552.6,237196.5,04/2024
91,23076.39295/2016-0,2018-03-27 16:49:18.190,COLETORES E CARROS COLETORES - COLETA SOLIDÁRIA,6,PREGÃO,2017-05-05 09:00:00.000,2018-03-27 16:49:39.985,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,540497.32,245520.67,04/2024
61,23076.28820/2015-72,2017-09-27 14:12:17.667,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE IMPRESSÃO DE LIVROS.,6,PREGÃO,2017-03-11 14:00:00.000,2017-09-27 14:12:17.667,7,MATERIAIS E SERVIÇOS,505,FINALIZADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,69668.0,41400.0,04/2024
21,23076.6886/2017-73,2017-02-09 14:47:36.176,CAPA DE PROCESSO,6,PREGÃO,2017-03-17 08:00:00.000,2017-07-18 10:46:23.979,1,SERVIÇO,505,FINALIZADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,124200.0,39600.0,04/2024
80,23076.6457/2018-87,2018-03-01 18:25:23.525,LINHA BRANCA,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,528953.32,0.0,04/2024
124,23076.46551/2017-98,2018-04-19 17:13:30.619,REAGENTES,6,PREGÃO,,,1,SERVIÇO,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1604261.89,0.0,04/2024
74,23076.46550/2017-43,2017-12-15 15:56:50.365,GASES ENVASADOS,6,PREGÃO,,2018-07-06 09:11:00.127,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,215747.85,0.0,04/2024
441,23076.18251/2018-8,2018-07-09 17:55:20.209,MANUTENÇÃO PREVENTIVA E CORRETIVA EQUIPAMENTOS ODONTOLÓGICOS,6,PREGÃO,,2018-07-09 18:00:52.631,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,660537.32,0.0,04/2024
81,23076.6885/2017-29,2018-03-22 14:30:34.848,AR CONDICIONADO JANELA,6,PREGÃO,2017-07-22 09:02:00.000,2018-03-22 15:40:39.677,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1533550.13,1024241.37,04/2024
65,23076.7308/2016-73,2017-10-17 16:36:54.565,"AQUISIÇÃO DE MATERIAL DE EXPEDIENTE E UTENSÍLIOS DE ESCRITÓRIO (ALFINETE, APAGADOR, APONTADOR, ENVELOPE E OUTROS MATERIAIS).",6,PREGÃO,2016-06-27 09:00:00.000,2017-10-17 16:36:54.565,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1073693.08,664570.1,04/2024
18,23076.21713/2016-2,2016-06-08 15:41:35.422,REGISTRAR PREÇOS PARA ELETRODOMÉSTICOS E UTENSÍLIOS,6,PREGÃO,2017-01-26 09:00:00.000,2017-09-22 09:51:54.042,1,SERVIÇO,503,JULGADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,1079231.25,676263.37,04/2024
237,23076.36033/2017-66,2018-05-15 14:17:44.793,CARIMBOS,6,PREGÃO,2018-06-05 09:08:00.000,2018-05-15 14:17:44.793,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,328676.72,194629.93,04/2024
79,23076.1521/2018-33,2018-02-28 12:21:58.854,MATERIAL DE PROTOCOLO,6,PREGÃO,2018-06-29 14:00:00.000,2018-06-11 19:21:44.597,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,71867.0,4895.0,04/2024
59,23076.11796/2015-32,2017-09-19 09:45:55.777,AQUISIÇÃO DE PROJETORES KIT MULTIMIDIA TELA PROJEÇÃO SERVIÇO INSTALAÇÃO,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,938436.44,0.0,04/2024
576,23076.22417/2017-0,2018-08-08 16:25:09.477,"MATERIAIS ELÉTRICOS (CABOS ELÉTRICOS, POSTES E ACESSÓRIOS)",6,PREGÃO,2017-11-27 10:01:00.000,2018-08-08 16:25:09.477,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,315836.94,141037.6,04/2024
842,23076.46643/2017-78,2018-09-10 09:43:40.872,BOMBAS DOSADORAS,6,PREGÃO,2018-07-26 14:00:00.000,2018-09-10 09:48:26.345,1,SERVIÇO,504,LIQUIDACAO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,13500.0,13500.0,04/2024
